Outreach ID,Company ID,Company ,Visit Date,Notes,Outcome,Stage,Status,Next Visit Date,Days Since Last Visit,Next Visit Countdown,Outcome Category,Follow Up Action,Owner,Prospects Match,Contact Type,Email Sent,Competitor
LID-0094,CID-WEL146,Weld Worx,01/30/2026,"Spoke to the owner who said that they have to be out of their current location by the end of the month so they are not quite sure what all they are keeping vs scrapping. He uses AIM but said that he will use whoever pays him more, but did not know exactly how much he is getting paid. He said he would give me a call so that I can give him a quote.",Interested (Warm),Nurture,Interested (Warm),02/13/2026,10,4,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-0095,CID-PRE114,Premier Auto,01/30/2026,Owner Enrique (enrique@premiertyler.com). Interested in roll off. Currently takes scrap once a month. Needs email with pricing.,Interested (Warm),Nurture,Interested (Warm),02/13/2026,10,4,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-0096,CID-CHA112,Champion Fence,01/30/2026,Uses Athens Iron and Metal; loyal but open to better price. 30yd container monthly in peak season. Slow season currently.,Follow-Up,Nurture,Interested (Warm),02/13/2026,10,4,Follow-Up,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-0097,CID-ONE114,Oneten Welding,01/30/2026,Owner Johnny not present. Shop manager cannot make decisions. Need to return to speak with owner.,Initial Contact,Outreach,Interested (Warm),03/01/2026,10,20,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-0093,CID-GLE105,Glenwood Blind and Awning,01/30/2026,"Spoke to the manager and she said that they typically do not generate much scrap metal anymore, and if they do it is typically aluminum painted siding or a painted 5052. She wrote down some pricing and said she would give it to the owner and let me know",Follow-Up,Nurture,Interested (Warm),02/13/2026,10,4,Follow-Up,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-0094,CID-WEL146,Weld Worx,01/30/2026,"Spoke to the owner who said that they have to be out of their current location by the end of the month so they are not quite sure what all they are keeping vs scrapping. He uses AIM but said that he will use whoever pays him more, but did not know exactly how much he is getting paid. He said he would give me a call so that I can give him a quote.",Interested (Warm),Nurture,Interested (Warm),02/13/2026,10,4,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-0095,CID-PRE114,Premier Auto,01/30/2026,Owner Enrique (enrique@premiertyler.com). Interested in roll off. Currently takes scrap once a month. Needs email with pricing.,Interested (Warm),Nurture,Interested (Warm),02/13/2026,10,4,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-0096,CID-CHA112,Champion Fence,01/30/2026,Uses Athens Iron and Metal; loyal but open to better price. 30yd container monthly in peak season. Slow season currently.,Follow-Up,Nurture,Interested (Warm),02/13/2026,10,4,Follow-Up,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-0097,CID-ONE114,Oneten Welding,01/30/2026,Owner Johnny not present. Shop manager cannot make decisions. Need to return to speak with owner.,Initial Contact,Outreach,Interested (Warm),03/01/2026,10,20,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00101,CID-SHE113,Sherril Construction,01/29/2026,Does not have any scrap metal,Disqualified,Lost,Disqualified,01/29/2026,11,-11,Disqualified,Check periodic,Kyle Buzbee,FALSE,Visit,FALSE,None
LID-00102,CID-LON109,Lonestar Electric Supply,01/29/2026,"Mainly deals with cardboard and wood, does not have very much scrap metal. I gave him my card and told him ito let people know about our service.",Disqualified,Lost,Disqualified,01/29/2026,11,-11,Disqualified,Check periodic,Kyle Buzbee,FALSE,Visit,FALSE,None
LID-00100,CID-JOE104,Joe Hudson Collision Center,01/29/2026,"Spoke with the manager, who said that they have a guy who goes to all the Joe Hudson's to pick up their scrap. I asked for his contact information, and he didn't have any, so I left him my card and asked him to give it to him. That way they are able to keep the flow of their current operation, and we receive the metal.",Follow-Up,Nurture,Interested (Warm),02/12/2026,11,3,Follow-Up,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00103,CID-DSS101,Dss Cat,01/29/2026,"Mark Sides who is over that department was not in, but should be back tomorrow. I was given his phone number @ (903) 522-1985",Follow-Up,Nurture,Interested (Warm),02/12/2026,11,3,Follow-Up,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00104,CID-SAW102,Sawyer Metals,01/29/2026,"Was Told that I had just missed the manager and the receptionist was not sure if he would be in tomorrow since it is a Friday, but it does not hurt to check since it is close to the office.",Follow-Up,Nurture,Interested (Warm),02/12/2026,11,3,Follow-Up,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-0098,CID-RUS102,Rusk County Op,01/29/2026,"Sent an email to the top managers at Rusk County Co-Op and will follow-up either tomorrow or first thing next week to see if they have received it and, if they did, to get feedback.",Follow-Up,Nurture,Interested (Warm),02/12/2026,11,3,Follow-Up,General follow,Kyle Buzbee,TRUE,Email,FALSE,None
LID-0099,CID-STA115,Stainless Steel Fabrication,01/29/2026,"Spoke with the office assistant who said that Greg was not in and was not sure if he would be in tomorrow. I asked if there was a way that I could contact him and she gave me their business card and wrote down his business email, so I am going to work with Aaron tomorrow and develop an email template to send to prospects based on each stage of the sales process they are in. His email is gmk@ssftexas.com, and his phone number is (903) 595-6625",Follow-Up,Nurture,Interested (Warm),02/12/2026,11,3,Follow-Up,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00100,CID-JOE104,Joe Hudson Collision Center,01/29/2026,"Spoke with the manager, who said that they have a guy who goes to all the Joe Hudson's to pick up their scrap. I asked for his contact information, and he didn't have any, so I left him my card and asked him to give it to him. That way they are able to keep the flow of their current operation, and we receive the metal.",Follow-Up,Nurture,Interested (Warm),02/12/2026,11,3,Follow-Up,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00103,CID-DSS101,Dss Cat,01/29/2026,"Mark Sides who is over that department was not in, but should be back tomorrow. I was given his phone number @ (903) 522-1985",Follow-Up,Nurture,Interested (Warm),02/12/2026,11,3,Follow-Up,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00104,CID-SAW102,Sawyer Metals,01/29/2026,"Was Told that I had just missed the manager and the receptionist was not sure if he would be in tomorrow since it is a Friday, but it does not hurt to check since it is close to the office.",Follow-Up,Nurture,Interested (Warm),02/12/2026,11,3,Follow-Up,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-0098,CID-RUS102,Rusk County Op,01/29/2026,"Sent an email to the top managers at Rusk County Co-Op and will follow-up either tomorrow or first thing next week to see if they have received it and, if they did, to get feedback.",Follow-Up,Nurture,Interested (Warm),02/12/2026,11,3,Follow-Up,General follow,Kyle Buzbee,TRUE,Email,FALSE,None
LID-0099,CID-STA115,Stainless Steel Fabrication,01/29/2026,"Spoke with the office assistant who said that Greg was not in and was not sure if he would be in tomorrow. I asked if there was a way that I could contact him and she gave me their business card and wrote down his business email, so I am going to work with Aaron tomorrow and develop an email template to send to prospects based on each stage of the sales process they are in. His email is gmk@ssftexas.com, and his phone number is (903) 595-6625",Follow-Up,Nurture,Interested (Warm),02/12/2026,11,3,Follow-Up,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00109,CID-JAM103,James Awning and Canvas,01/28/2026,"Spoke to him regarding his aluminum, and he decided to go to Dallas because he had already needed to go there anyways, even though I offered prices that matched Dallas so he wouldn't have to deal with hauling it all that way.",Not Interested,Lost,Disqualified,07/27/2026,12,168,Not Interested,Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00105,CID-AUT166,Auto Express,01/28/2026,Customer is wanting a 20 yard container and is ready as soon as one is availabile,Account Won,Won,Active,01/29/2026,12,-11,Account Won,Onboard Account,Kyle Buzbee,TRUE,Phone,FALSE,None
LID-00106,CID-HUG102,Hughes Automotive,01/28/2026,"Spoke to the owner's son who currently does not use anyone. He tried calling him, but he did not answer. They were very interested and they already have a decent pile of scrap and are needing to clean up their shop. He said he would give me a call either today or tomorrow if they decide to do it.",Interested (Warm),Nurture,Interested (Warm),02/11/2026,12,2,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00107,CID-TDI103,Tdi Heating and Air,01/28/2026,"I was told by the receptionist that everything was done in house, but saw that they had a trailer full of reefers and other metal, so I suggested a roll-off container so that way they didn't even have to deal with that. She said she would give my card to the owner, so I will follow back up with them.",Follow-Up,Nurture,Interested (Warm),02/11/2026,12,2,Follow-Up,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00108,CID-BAR104,Barbin Fence,01/28/2026,"Spoke to the office assistant, who was the only person in the office. I explained our service and how it could be beneficial to them because they currently just stack it on a trailer and haul it whenever it's full. She doesn't know how often or where they take it to so I will have to follow up.",Initial Contact,Outreach,Interested (Warm),02/27/2026,12,18,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00110,CID-GUT108,Gutter Gutter,01/28/2026,"Spoke to a friend's friend who owns a gutter company. He said he would really consider using Madfos, but does not generate enough scrap to warrant a roll-off.",Follow-Up,Nurture,Interested (Warm),02/11/2026,12,2,Follow-Up,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00111,CID-RYA102,Ryan Heimer,01/28/2026,"Spoke to an electrician out of Longview, and he said he might need a roll-off, but if he doesn't, he will start taking his scrap to Madfos.",Initial Contact,Outreach,Interested (Warm),02/27/2026,12,18,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00106,CID-HUG102,Hughes Automotive,01/28/2026,"Spoke to the owner's son who currently does not use anyone. He tried calling him, but he did not answer. They were very interested and they already have a decent pile of scrap and are needing to clean up their shop. He said he would give me a call either today or tomorrow if they decide to do it.",Interested (Warm),Nurture,Interested (Warm),02/11/2026,12,2,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00107,CID-TDI103,Tdi Heating and Air,01/28/2026,"I was told by the receptionist that everything was done in house, but saw that they had a trailer full of reefers and other metal, so I suggested a roll-off container so that way they didn't even have to deal with that. She said she would give my card to the owner, so I will follow back up with them.",Follow-Up,Nurture,Interested (Warm),02/11/2026,12,2,Follow-Up,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00108,CID-BAR104,Barbin Fence,01/28/2026,"Spoke to the office assistant, who was the only person in the office. I explained our service and how it could be beneficial to them because they currently just stack it on a trailer and haul it whenever it's full. She doesn't know how often or where they take it to so I will have to follow up.",Initial Contact,Outreach,Interested (Warm),02/27/2026,12,18,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00110,CID-GUT108,Gutter Gutter,01/28/2026,"Spoke to a friend's friend who owns a gutter company. He said he would really consider using Madfos, but does not generate enough scrap to warrant a roll-off.",Follow-Up,Nurture,Interested (Warm),02/11/2026,12,2,Follow-Up,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00111,CID-RYA102,Ryan Heimer,01/28/2026,"Spoke to an electrician out of Longview, and he said he might need a roll-off, but if he doesn't, he will start taking his scrap to Madfos.",Initial Contact,Outreach,Interested (Warm),02/27/2026,12,18,Initial Contact,General follow,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00113,CID-AUT172,Auto Electrical Service,01/23/2026,"Could not get ahold of anyone, and am unsure if they are a viable company to pursue, so I will follow up on Monday, if the ice storm hasn't gotten to me by then",No Answer,Outreach,Cold,01/26/2026,17,-14,No Answer,Try again,Kyle Buzbee,FALSE,Visit,FALSE,None
LID-00112,CID-AUT167,Auto Parts Warehouse,01/23/2026,"I am not sure who they use, but the office assistant gave me the owner's number, and I called him, and he was driving a truck and said he would call me back later, and I never got a call back. I will follow up first thing Monday morning.",Interested (Warm),Nurture,Interested (Warm),02/06/2026,17,-3,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
LID-00114,CID-HOL103,Holt,01/23/2026,"Met with Serena and they currently use Athens Iron and Metal and she was not sure what they were paying, but she said she had gotten some time, and then she would pull it up and give me a call back later in the day. I never got a call from her so if I haven't slipped and sufferered a mild to severe concussion by Monday from the ice then I will swing by there first thing in the morning.",Interested (Warm),Nurture,Interested (Warm),02/06/2026,17,-3,Interested (Warm),Send pricing,Kyle Buzbee,TRUE,Visit,FALSE,None
